"OBJECTID","WELLWIDTH","WELLLENGTH","PAREAWIDTH","LOWWELL","SPECIES","ADDRNUM","STNAME"
20119,"4","6","0","Low","Fraxinus sp",938,"24TH ST"
20120,"4","5","0","None","Unknown",2928,"UNION ST"
20121,"2","5","0","None","Cercis sp",3428,"MAGNOLIA ST"
20122,"3","6","0","Low","Prunus cerasifera/blireiana",310,"UNION ST"
20123,"2","3","0","Low","Unknown",1012,"14TH ST"
20124,"4","6","0","Low","Pistacia chinensis",0,"24TH ST"
20125,"4","7","0","None","Platanus acerifolia",3426,"PERALTA ST"
20126,"3","3","0","Low","Ceratonia siliqua",1539,"MAGNOLIA ST"
20127,"2","3","0","Moderate","Platanus acerifolia",1500,"MARKET ST"
20128,"0","0","5","None","Prunus cerasifera/blireiana",886,"32ND ST"
20129,"0","0","5","None","Cercis sp",886,"32ND ST"
20130,"2","5","0","None","Maytenus boaria",2829,"CHESTNUT ST"
20131,"0","0","4","None","Pistacia chinensis",693,"25TH ST"
20132,"2","3","0","None","Cercis sp",2845,"MAGNOLIA ST"
20133,"3","3","0","Low","Ginkgo biloba",1123,"FILBERT ST"
20134,"2","4","0","Low","Pyrus kawakami",3322,"CHESTNUT ST"
20135,"2","3","0","Low","Ginkgo biloba",1515,"MYRTLE ST"
20136,"0","0","8","None","Koelreuteria sp",1089,"26TH ST"
20137,"0","0","9","None","Platanus acerifolia",2801,"CYPRESS ST"
20138,"0","0","5","None","Dead",862,"32ND ST"
20139,"0","0","3","None","Fraxinus sp",1004,"24TH ST"
20140,"3","6","0","Low","Platanus acerifolia",1403,"LINDEN ST"
20141,"3","3","0","None","Gleditsia triacanthos",3109,"FILBERT ST"
20142,"3","6","0","Low","Pistacia chinensis",3001,"M L KING JR WY"
20143,"0","0","4","None","Prunus cerasifera/blireiana",839,"34TH ST"
20144,"0","0","4","None","Maytenus boaria",839,"34TH ST"
20145,"0","0","4","None","Fraxinus sp",2503,"MYRTLE ST"
20146,"1","2","0","Low","Pyrus calleryana cvs",3254,"HELEN ST"
20147,"2","2","0","Low","Magnolia grandiflora",3239,"HELEN ST"
20148,"0","0","10","None","Aesculus carnea",2121,"PERALTA ST"
20149,"2","50","0","None","Pyrus calleryana cvs",1036,"30TH ST"
20150,"0","0","4","None","Acer sp",923,"34TH ST"
20151,"4","6","0","Low","Pistacia chinensis",2818,"CYPRESS ST"
20152,"0","0","3","None","Cercis sp",650,"34TH ST"
20153,"3","6","0","Low","Acer sp",1255,"21ST ST"
20154,"0","0","4","None","Acer sp",831,"34TH ST"
20155,"6","6","0","Low","Fraxinus o. `Raywood'",720,"2ND ST"
20156,"0","0","2","None","Fraxinus o. `Raywood'",1165,"26TH ST"
20157,"0","0","2","None","Fraxinus o. `Raywood'",1165,"26TH ST"
20158,"5","5","0","Moderate","Fraxinus o. `Raywood'",229,"CASTRO ST"
20159,"3","6","0","Low","Prunus cerasifera/blireiana",827,"34TH ST"
20160,"3","3","0","Moderate","Magnolia grandiflora",633,"SYCAMORE ST"
20161,"4","6","0","Low","Cercis sp",2725,"MAGNOLIA ST"
20162,"0","0","4","None","Platanus acerifolia",0,"MAGNOLIA ST"
20163,"2","3","0","Low","Lagerstroemia indica",2576,"M L KING JR WY"
20164,"4","3","0","High","Ginkgo biloba",532,"30TH ST"
20165,"4","6","0","None","Melaleuca sp",2822,"M L KING JR WY"
20166,"0","0","6","None","Pyrus calleryana cvs",2606,"CYPRESS ST"
20167,"0","0","4","None","Platanus acerifolia",0,"MAGNOLIA ST"
20168,"1","2","0","Low","Magnolia grandiflora",1578,"32ND ST"
20169,"0","0","2","None","Unknown",1510,"32ND ST"
20170,"0","0","3","None","Pyrus kawakami",850,"MILTON ST"
20171,"2","2","0","Low","Magnolia grandiflora",3236,"HELEN ST"
20172,"0","0","3","None","Platanus acerifolia",3202,"ETTIE ST"
20173,"4","4","0","Low","Platanus acerifolia",3233,"ETTIE ST"
20174,"0","0","4","None","Fraxinus sp",718,"BROCKHURST ST"
20175,"0","0","4","None","Unknown",320,"LEWIS ST"
20176,"3","2","0","Low","Robinia hybrid",2323,"MAGNOLIA ST"
20177,"2","5","0","None","Pyrus kawakami",1620,"18TH ST"
20178,"2","3","0","Low","Magnolia grandiflora",1604,"32ND ST"
20179,"2","4","0","Low","Prunus cerasifera/blireiana",3219,"ADELINE ST"
20180,"2","3","0","Low","Pistacia chinensis",977,"35TH ST"
20181,"2","2","0","Low","Syzygium paniculatum",3285,"HANNAH ST"
20182,"2","2","0","Moderate","Pyrus calleryana cvs",3249,"HELEN ST"
20183,"4","5","0","None","Pyrus kawakami",601,"32ND ST"
20184,"2","6","0","Low","Arbutus sp",3255,"LOUISE ST"
20185,"0","0","4","None","Pistacia chinensis",0,"28TH ST"
20186,"0","0","4","None","Pistacia chinensis",2818,"CYPRESS ST"
20187,"0","0","5","None","Cercis sp",2840,"M L KING JR WY"
20188,"0","0","8","None","Alnus sp",2300,"PERALTA ST"
20189,"4","4","0","Low","Alnus sp",2300,"PERALTA ST"
20190,"0","0","3","None","Pyrus kawakami",879,"MILTON ST"
20191,"0","0","3","None","Nerium oleander",856,"MILTON ST"
20192,"3","3","0","High","Prunus cerasifera/blireiana",839,"ISABELLA ST"
20193,"0","0","3","None","Prunus cerasifera/blireiana",2333,"WEST ST"
20194,"4","4","0","Low","Laurus nobilis",0,"POPLAR ST"
20195,"4","6","0","Low","Lagerstroemia indica",844,"ATHENS AV"
20196,"2","4","0","Low","Prunus cerasifera/blireiana",3202,"ADELINE ST"
20197,"3","3","0","None","Platanus acerifolia",2850,"WEST ST"
20198,"1","2","0","Low","Platanus acerifolia",1467,"34TH ST"
20199,"0","0","3","None","Prunus cerasifera/blireiana",3258,"LOUISE ST"
20200,"3","3","0","None","Prunus cerasifera/blireiana",0,"FILBERT ST"
20201,"3","4","0","Low","Prunus cerasifera/blireiana",3220,"MAGNOLIA ST"
20202,"0","0","3","None","Pistacia chinensis",920,"33RD ST"
20203,"0","0","2","None","Robinia sp",2827,"M L KING JR WY"
20204,"5","7","0","None","Acer sp",0,"None"
20205,"4","4","0","Low","Platanus acerifolia",3207,"BEACH ST"
20206,"0","0","7","None","Fraxinus o. `Raywood'",2601,"PERALTA ST"
20207,"3","4","0","None","Magnolia grandiflora",1451,"32ND ST"
20208,"4","6","0","Low","Callistemon sp",3233,"PERALTA ST"
20209,"2","4","0","Low","Pyrus kawakami",1084,"28TH ST"
20210,"4","3","0","Low","Platanus acerifolia",1685,"34TH ST"
20211,"0","0","10","None","Quercus sp",0,"NIMITZ FRWY"
20212,"2","4","0","Low","Magnolia grandiflora",3274,"HANNAH ST"
20213,"2","6","0","None","Prunus cerasifera/blireiana",828,"ATHENS AV"
20214,"2","5","0","None","Pyrus kawakami",3025,"LINDEN ST"
20215,"0","0","3","None","Unknown",830,"MILTON ST"
20216,"3","3","0","None","Pyrus kawakami",822,"PINE ST"
20217,"3","6","0","Low","Pyrus kawakami",3201,"ADELINE ST"
20218,"4","3","0","Low","Magnolia grandiflora",1562,"32ND ST"
20219,"1","1","0","None","Ligustrum sp",674,"23RD ST"
20220,"2","6","0","High","Lagerstroemia indica",2263,"BRUSH ST"
20221,"2","3","0","None","Platanus acerifolia",822,"ATHENS AV"
20222,"4","4","0","None","Platanus racemosa",3501,"SAN PABLO AV"
20223,"3","3","0","None","Fraxinus sp",3100,"FILBERT ST"
20224,"0","0","4","None","Cercis sp",689,"24TH ST"
20225,"0","0","4","None","Platanus acerifolia",0,"8TH ST"
20226,"0","0","4","None","Platanus acerifolia",0,"8TH ST"
20227,"0","0","6","None","Platanus acerifolia",0,"8TH ST"
20228,"5","5","0","None","Platanus acerifolia",0,"8TH ST"
20229,"3","3","0","None","Platanus acerifolia",2801,"CYPRESS ST"
20230,"0","0","5","None","Arbutus sp",870,"31ST ST"
20231,"0","0","5","None","Arbutus sp",870,"31ST ST"
20232,"3","3","0","None","Cercis sp",3024,"UNION ST"
20233,"0","0","3","None","Magnolia grandiflora",697,"33RD ST"
20234,"0","0","2","None","Magnolia grandiflora",3133,"M L KING JR WY"
20235,"4","6","0","None","Pyrus calleryana cvs",2857,"HANNAH ST"
20236,"2","5","0","None","Platanus acerifolia",2856,"HELEN ST"
20237,"3","2","0","Low","Pyrus calleryana cvs",3245,"HELEN ST"
20238,"0","0","4","None","Unknown",695,"34TH ST"
20239,"4","6","0","Moderate","Platanus acerifolia",2416,"SAN PABLO AV"
20240,"4","4","0","Low","Platanus acerifolia",3275,"ETTIE ST"
20241,"0","0","3","None","Fraxinus o. `Raywood'",2107,"POPLAR ST"
20242,"0","0","4","None","Washingtonia robusta",2811,"HELEN ST"
20243,"2","4","0","Low","Pyrus calleryana cvs",1820,"10TH ST"
20244,"0","0","3","None","Ginkgo biloba",1748,"9TH ST"
20245,"0","0","8","None","Lagerstroemia indica",1501,"8TH ST"
20246,"3","2","0","High","Lagerstroemia indica",633,"SYCAMORE ST"
20247,"5","10","0","High","Acacia melanoxylon",859,"ISABELLA ST"
20248,"0","0","5","None","Schinus molle",1492,"3RD ST"
20249,"3","5","0","Moderate","Geijera parvifolia",3405,"HELEN ST"
20250,"3","5","0","Moderate","Geijera parvifolia",3405,"HELEN ST"
20251,"0","0","3","None","Ulmus parvifolia",1628,"15TH ST"
20252,"4","6","0","Moderate","Fraxinus o. `Raywood'",1614,"CAMPBELL ST"
20253,"0","0","2","None","Ligustrum sp",1133,"PERALTA ST"
20254,"4","6","0","Low","Acer sp",2579,"SAN PABLO AV"
20255,"3","3","0","None","Unknown",0,"BEACH ST"
20256,"0","0","3","None","Eucalyptus polyanthemos",886,"WOOD ST"
20257,"0","0","10","None","Querus lobata",1625,"24TH ST"
20258,"0","0","3","None","Unknown",990,"34TH ST"
20259,"0","0","4","None","Schinus molle",328,"CHESTER ST"
20260,"2","3","0","None","Podocarpus gracilior",0,"CENTER ST"
20261,"2","3","0","Low","Lagerstroemia indica",779,"15TH ST"
20262,"0","0","4","None","Washingtonia robusta",1502,"CAMPBELL ST"
20263,"2","5","0","None","Schinus molle",1533,"5TH ST"
20264,"0","0","3","None","Ginkgo biloba",1234,"PERALTA ST"
20265,"2","6","0","Low","Schinus molle",1505,"5TH ST"
20266,"0","0","7","None","Alnus sp",2121,"PERALTA ST"
20267,"0","0","7","None","Fraxinus o. `Raywood'",1905,"CYPRESS ST"
20268,"0","0","8","None","Magnolia grandiflora",1717,"8TH ST"
20269,"2","4","0","Low","Pyrus calleryana cvs",1820,"10TH ST"
20270,"0","0","3","None","Callistemon sp",1736,"CHASE ST"
20271,"4","4","0","Low","Magnolia grandiflora",1600,"5TH ST"
20272,"4","6","0","Moderate","Pyrus calleryana cvs",345,"CHESTER ST"
20273,"1","1","0","None","Acer sp",360,"CHESTER ST"
20274,"3","4","0","Low","Prunus cerasifera/blireiana",1539,"CAMPBELL ST"
20275,"3","4","0","Low","Lagerstroemia indica",1539,"CAMPBELL ST"
20276,"0","0","3","None","Cupressus sp",323,"CENTER ST"
20277,"3","3","0","None","Acer sp",1451,"13TH ST"
20278,"3.5","06","0","None","Ginkgo biloba",1451,"13TH ST"
20279,"3","5","0","Low","Acer sp",1452,"7TH ST"
20280,"3","6","0","Low","Acer sp",2551,"SAN PABLO AV"
20281,"6","8","0","None","Nerium oleander",3418,"PERALTA ST"
20282,"0","0","4","None","Quercus sp",0,"5TH ST"
20283,"5","5","0","None","Lagerstroemia indica",1454,"8TH ST"
20284,"0","0","5","None","Schinus molle",358,"HENRY ST"
20285,"0","0","5","None","Schinus molle",358,"HENRY ST"
20286,"3","3","0","None","Schinus molle",926,"CHESTER ST"
20287,"3","6","0","Low","Acer sp",1119,"CENTER ST"
20288,"0","0","4","None","Pyrus calleryana cvs",1104,"PERALTA ST"
20289,"0","0","4","None","Pyrus calleryana cvs",1104,"PERALTA ST"
20290,"3","8","0","None","Podocarpus gracilior",927,"CHESTER ST"
20291,"3","3","0","None","Ginkgo biloba",1011,"CENTER ST"
20292,"3","3","0","Moderate","Ginkgo biloba",1409,"10TH ST"
20293,"3","8","0","None","Podocarpus gracilior",1103,"CHESTER ST"
20294,"3","5","0","None","Geijera parvifolia",1779,"10TH ST"
20295,"2","3","0","Moderate","Pyrus kawakami",1769,"GOSS ST"
20296,"3","3","0","High","Ginkgo biloba",925,"WOOD ST"
20297,"0","0","2.5","None","Acer sp",1115,"CAMPBELL ST"
20298,"0","0","8","None","Magnolia grandiflora",1723,"8TH ST"
20299,"2","3","0","Low","Jacaranda acutifolia",1925,"BRUSH ST"
20300,"5","7","0","None","Pyrus calleryana cvs",1676,"7TH ST"
20301,"0","0","2.5","None","Ginkgo biloba",1012,"WOOD ST"
20302,"0","0","8","None","Quercus sp",1125,"CYPRESS ST"
20303,"0","0","3","None","Unknown",1678,"10TH ST"
20304,"3","6","0","Low","Lagerstroemia indica",1423,"PERALTA ST"
20305,"2","6","0","Low","Prunus cerasifera/blireiana",783,"15TH ST"
20306,"3","5","0","Low","Magnolia grandiflora",2528,"ADELINE ST"
20307,"0","0","4","None","Unknown",322,"LEWIS ST"
20308,"0","0","3","None","Magnolia grandiflora",1693,"12TH ST"
20309,"0","0","2.5","None","Prunus cerasifera/blireiana",1651,"11TH ST"
20310,"3","6","0","None","Lagerstroemia indica",1618,"8TH ST"
20311,"3","6","0","None","Lagerstroemia indica",1618,"8TH ST"
20312,"3","6","0","None","Lagerstroemia indica",1618,"8TH ST"
20313,"2","9","0","Low","Platanus acerifolia",2885,"HELEN ST"
20314,"0","0","2.5","None","Magnolia grandiflora",1740,"11TH ST"
20315,"0","0","2.5","None","Callistemon sp",1119,"WOOD ST"
20316,"0","0","3","None","Ginkgo biloba",856,"WOOD ST"
20317,"5","8","0","Low","Robinia hybrid",1703,"PERALTA ST"
20318,"3","3","0","None","Lagerstroemia indica",1703,"PERALTA ST"
20319,"3","6","0","Low","Lagerstroemia indica",1421,"PERALTA ST"
20320,"0","0","8","None","Quercus sp",1409,"11TH ST"
20321,"8","9","0","None","Maytenus boaria",1485,"8TH ST"
20322,"0","0","8","None","Tilia sp",0,"16TH ST"
20323,"0","0","5","None","Cupressus sp",344,"PERALTA ST"
20324,"3","3","0","None","Ginkgo biloba",1309,"CENTER ST"
20325,"0","0","3","None","Dead",1618,"12TH ST"
20326,"0","0","3","None","Prunus cerasifera/blireiana",882,"WOOD ST"
20327,"0","0","3","None","Ginkgo biloba",1717,"10TH ST"
20328,"0","0","5","None","Schinus molle",316,"HENRY ST"
20329,"0","0","0","None","Platanus acerifolia",0,"8TH ST"
20330,"3","3","0","None","Lagerstroemia indica",0,"8TH ST"
20331,"0","0","2.5","None","Ginkgo biloba",1619,"11TH ST"
20332,"3","6","0","None","Pistacia chinensis",1334,"PERALTA ST"
20333,"0","0","3","None","Ginkgo biloba",1736,"10TH ST"
20334,"3","6","0","None","Acer sp",1438,"15TH ST"
20335,"3","5","0","None","Lagerstroemia indica",1551,"8TH ST"
20336,"0","0","4","None","Acer sp",512,"HENRY ST"
20337,"0","0","5","None","Unknown",1574,"3RD ST"
20338,"0","0","5","None","Unknown",1574,"3RD ST"
20339,"2","3","0","Low","Magnolia grandiflora",1570,"34TH ST"
20340,"3","5","0","Low","Prunus cerasifera/blireiana",1630,"CENTER ST"
20341,"3","5","0","Low","Prunus cerasifera/blireiana",1630,"CENTER ST"
20342,"4","6","0","Moderate","Lophostemon confertus",2340,"ADELINE ST"
20343,"3","6","0","None","Prunus cerasifera/blireiana",349,"CYPRESS ST"
20344,"0","0","3","None","Ginkgo biloba",1718,"13TH ST"
20345,"0","0","2.5","None","Magnolia grandiflora",1699,"12TH ST"
20346,"0","0","7","None","Aesculus carnea",1408,"16TH ST"
20347,"3","6","0","None","Lagerstroemia indica",1617,"5TH ST"
20348,"3","3","0","None","Lagerstroemia indica",1451,"8TH ST"
20349,"0","0","0","None","Platanus acerifolia",0,"7TH ST"
20350,"0","0","0","None","Unknown",0,"7TH ST"
20351,"3","6","0","None","Pyrus kawakami",1414,"3RD ST"
20352,"3","5","0","Low","Acer sp",0,"None"
20353,"3","6","0","None","Podocarpus gracilior",935,"CHESTER ST"
20354,"2","5","0","None","Ginkgo biloba",1482,"9TH ST"
20355,"3","3","0","None","Ginkgo biloba",1484,"9TH ST"
20356,"3","3","0","None","Pyrus kawakami",1004,"CHESTER ST"
20357,"3","6","0","None","Jacaranda acutifolia",1014,"CENTER ST"
20358,"3","3","0","None","Magnolia grandiflora",942,"60TH ST"
20359,"0","0","4","None","Pyrus kawakami",637,"57TH ST"
20360,"0","0","10","None","Quercus sp",1160,"66TH ST"
20361,"0","0","5","None","Shrub",856,"55TH ST"
20362,"0","0","3","None","Lagerstroemia indica",5740,"MACCALL ST"
20363,"4","6","0","None","Pyrus calleryana cvs",1027,"60TH ST"
20364,"3","4","0","Moderate","Dead",5908,"M L KING JR WY"
20365,"0","0","3","None","Other",936,"60TH ST"
20366,"1","2","0","Low","Magnolia grandiflora",5654,"DOVER ST"
20367,"0","0","4","None","Pyrus calleryana cvs",839,"57TH ST"
20368,"5","9","0","Moderate","Magnolia grandiflora",5955,"MARSHALL ST"
20369,"0","0","3","None","Fraxinus o. `Raywood'",923,"60TH ST"
20370,"0","0","3","None","Salix babylonica",5958,"MARSHALL ST"
20371,"0","0","4","None","Pyrus calleryana cvs",670,"AILEEN ST"
20372,"0","0","4","None","Platanus acerifolia",1140,"65TH ST"
20373,"3","2","0","Low","Platanus acerifolia",1140,"65TH ST"
20374,"0","0","2","None","Podocarpus gracilior",834,"ARLINGTON AV"
20375,"2","3","0","Moderate","Magnolia grandiflora",5915,"M L KING JR WY"
20376,"5","5","0","Low","Platanus acerifolia",6549,"SAN PABLO AV"
20377,"0","0","3","None","Photinia sp",673,"60TH ST"
20378,"0","0","5","None","Liquidambar styraciflua",5827,"MARSHALL ST"
20379,"0","0","2.5","None","Platanus acerifolia",854,"61ST ST"
20380,"4","4","0","Low","Fraxinus o. `Raywood'",3301,"SACRAMENTO ST"
20381,"3","3","0","None","Fraxinus sp",808,"AILEEN ST"
20382,"4","4","0","Low","Pyrus kawakami",614,"57TH ST"
20383,"2","1","0","Low","Podocarpus gracilior",5601,"SHATTUCK AV"
20384,"0","0","6","None","Syzygium paniculatum",1122,"65TH ST"
20385,"5","5","0","Low","Platanus acerifolia",6549,"SAN PABLO AV"
20386,"0","0","4","None","Pyrus kawakami",669,"57TH ST"
20387,"0","0","2.5","None","Platanus acerifolia",881,"61ST ST"
20388,"0","0","3","None","Platanus acerifolia",896,"61ST ST"
20389,"3","6","0","None","Platanus acerifolia",905,"61ST ST"
20390,"4","4","0","Low","Fraxinus sp",623,"59TH ST"
20391,"3","6","0","None","Pyrus kawakami",819,"57TH ST"
20392,"0","0","4","None","Fraxinus sp",915,"63RD ST"
20393,"0","0","3","None","Prunus sp",1076,"59TH ST"
20394,"5","12","0","None","Lagerstroemia indica",5878,"MARSHALL ST"
20395,"0","0","5","None","Fraxinus sp",5802,"DOVER ST"
20396,"0","0","3","None","Pyrus calleryana cvs",756,"58TH ST"
20397,"2","2","0","Low","Magnolia grandiflora",1081,"ALCATRAZ AV"
20398,"4","4","0","Low","Platanus acerifolia",6706,"SAN PABLO AV"
20399,"0","0","0","None","Liquidambar styraciflua",1226,"POWELL ST"
20400,"0","0","4","None","Robinia hybrid",1058,"65TH ST"
20401,"0","0","2","None","Acer sp",1073,"60TH ST"
20402,"0","0","2","None","Acer sp",1073,"60TH ST"
20403,"3","6","0","Moderate","Fraxinus sp",5900,"GENOA ST"
20404,"0","0","3","None","Ligustrum sp",6118,"BAKER ST"
20405,"0","0","4","None","Pyrus kawakami",5661,"GENOA ST"
20406,"0","0","4","None","Betula sp",662,"AILEEN ST"
20407,"0","0","2","None","Fraxinus sp",5521,"SHATTUCK AV"
20408,"3","6","0","Low","Pyrus kawakami",1080,"63RD ST"
20409,"0","0","3","None","Magnolia grandiflora",618,"63RD ST"
20410,"4","4","0","Moderate","Fraxinus sp",5901,"SHATTUCK AV"
20411,"0","0","3","None","Callistemon sp",977,"63RD ST"
20412,"3","03","0","None","Platanus acerifolia",6101,"SAN PABLO AV"
20413,"0","0","5","None","Pyrus kawakami",1195,"65TH ST"
20414,"2","2","0","Low","Pyrus calleryana cvs",633,"60TH ST"
20415,"0","0","4","None","Acer sp",5519,"DOVER ST"
20416,"0","0","3","None","Pyrus kawakami",1086,"ALCATRAZ AV"
20417,"0","0","4","None","Liquidambar styraciflua",1130,"STANFORD AV"
20418,"4","6","0","None","Ginkgo biloba",1174,"61ST ST"
20419,"0","0","3","None","Laurus nobilis",1069,"60TH ST"
20420,"0","0","0","None","Fraxinus sp",5921,"FREMONT ST"
20421,"0","0","3","None","Fraxinus sp",1170,"59TH ST"
20422,"3","3","0","None","Pittosporum sp",1202,"62ND ST"
20423,"3","5","0","None","Prunus sp",951,"62ND ST"
20424,"3","3","0","None","Platanus acerifolia",6211,"SAN PABLO AV"
20425,"3","5","0","None","Lagerstroemia indica",874,"57TH ST"
20426,"0","0","0","None","Platanus acerifolia",1172,"OCEAN AV"
20427,"3","3","0","Low","Prunus cerasifera/blireiana",6320,"HERZOG ST"
20428,"0","0","3","None","Pyrus kawakami",948,"62ND ST"
20429,"0","0","3","None","Cercis sp",1197,"OCEAN AV"
20430,"2","3","0","Low","Magnolia grandiflora",5936,"M L KING JR WY"
20431,"0","0","2","None","Podocarpus gracilior",815,"ARLINGTON AV"
20432,"3","9","0","Low","Catalpa sp",0,"DOVER ST"
20433,"4","6","0","Low","Gleditsia triacanthos",1249,"67TH ST"
20434,"0","0","3","None","Eriobotrya japonica",5920,"FREMONT ST"
20435,"0","0","3","None","Fraxinus sp",5829,"MACCALL ST"
20436,"4","2","0","Low","Pyrus kawakami",642,"57TH ST"
20437,"0","0","4","None","Pyrus calleryana cvs",698,"56TH ST"
20438,"0","0","3","None","Pyrus calleryana cvs",6401,"SAN PABLO AV"
20439,"2","2","0","Low","Platanus acerifolia",6400,"SAN PABLO AV"
20440,"0","0","3","None","Prunus cerasifera/blireiana",720,"58TH ST"
20441,"3","3","0","Low","Magnolia grandiflora",663,"63RD ST"
20442,"0","0","3","None","Magnolia grandiflora",651,"63RD ST"
20443,"0","0","2","None","Podocarpus gracilior",6320,"BAKER ST"
20444,"3","3","0","Moderate","Platanus acerifolia",5920,"ADELINE ST"
20445,"0","0","5","None","Robinia pseudoacacia",856,"55TH ST"
20446,"0","0","3","None","Platanus acerifolia",6037,"OCCIDENTAL ST"
20447,"0","0","2","None","Acer sp",1068,"66TH ST"
20448,"0","0","3","None","Acer sp",963,"63RD ST"
20449,"0","0","3","None","Platanus acerifolia",936,"60TH ST"
20450,"0","0","3","None","Prunus cerasifera/blireiana",660,"62ND ST"
